source_id,person_hash,timestamp,longitude,latitude,accuracy,speed,heading,source_type
synthetic-v1,1259466a6f95836f,2026-10-04T16:31:08.305710+09:00,134.6935713,34.8352362,3.8,0.04,327,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:32:08.305710+09:00,134.6934855,34.8352889,3.8,0.09,313,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:33:08.305710+09:00,134.6932931,34.8352879,3.8,0.06,38,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:34:08.305710+09:00,134.6935161,34.8350874,3.8,0.15,332,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:34:59.694813+09:00,134.6931295,34.8360787,3.8,1.13,272,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:35:59.694813+09:00,134.6925711,34.8358151,3.8,1.13,259,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:36:59.694813+09:00,134.6928402,34.8354934,3.8,1.13,110,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:37:59.694813+09:00,134.6935280,34.8353548,3.8,1.13,109,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:38:59.694813+09:00,134.6942282,34.8351794,3.8,1.13,103,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:39:59.694813+09:00,134.6949359,34.8350268,3.8,1.13,103,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:40:59.694813+09:00,134.6954468,34.8347799,3.8,1.13,140,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:41:59.694813+09:00,134.6953009,34.8341435,3.8,1.13,195,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:42:59.694813+09:00,134.6950918,34.8335585,3.8,1.13,195,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:43:59.694813+09:00,134.6949128,34.8329716,3.8,1.13,195,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:44:59.694813+09:00,134.6949866,34.8325156,3.8,1.13,192,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:45:59.694813+09:00,134.6955448,34.8322847,3.8,1.13,103,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:46:59.694813+09:00,134.6962386,34.8321757,3.8,1.13,103,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:47:59.694813+09:00,134.6970182,34.8320013,3.8,1.13,103,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:48:59.694813+09:00,134.6969600,34.8314305,3.8,1.13,186,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:49:59.694813+09:00,134.6968580,34.8308139,3.8,1.13,186,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:50:59.694813+09:00,134.6968223,34.8302257,3.8,1.13,186,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:51:59.694813+09:00,134.6965567,34.8296043,3.8,1.13,203,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:52:59.694813+09:00,134.6963989,34.8290058,3.8,1.13,192,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:53:59.694813+09:00,134.6962259,34.8284221,3.8,1.13,192,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:54:59.694813+09:00,134.6960445,34.8278275,3.8,1.13,199,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:55:59.694813+09:00,134.6958267,34.8272486,3.8,1.13,199,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:56:59.694813+09:00,134.6955798,34.8266717,3.8,1.13,202,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:57:59.694813+09:00,134.6953215,34.8260876,3.8,1.13,203,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:58:59.694813+09:00,134.6950295,34.8255233,3.8,1.13,203,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T16:59:59.694813+09:00,134.6947217,34.8249736,3.8,1.13,203,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T17:00:59.694813+09:00,134.6944409,34.8244021,3.8,1.13,203,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T17:01:59.694813+09:00,134.6941177,34.8238241,3.8,1.13,203,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T17:02:59.694813+09:00,134.6934388,34.8240359,3.8,1.13,292,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T17:03:59.694813+09:00,134.6927757,34.8242374,3.8,1.13,292,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T17:04:59.694813+09:00,134.6920891,34.8245089,3.8,1.13,292,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T17:05:59.694813+09:00,134.6913722,34.8247340,3.8,1.13,292,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T17:06:59.694813+09:00,134.6907924,34.8250250,3.8,1.13,354,synthetic
synthetic-v1,1259466a6f95836f,2026-10-04T17:07:59.694813+09:00,134.6907047,34.8256397,3.8,1.13,359,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:41:48.764198+09:00,134.7122792,34.8352834,4.1,0.00,0,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:41:48.764198+09:00,134.7122881,34.8353080,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:42:48.764198+09:00,134.7113531,34.8353647,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:43:48.764198+09:00,134.7104271,34.8354167,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:44:48.764198+09:00,134.7094755,34.8354843,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:45:48.764198+09:00,134.7085401,34.8355648,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:46:48.764198+09:00,134.7076311,34.8356533,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:47:48.764198+09:00,134.7066531,34.8357246,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:48:48.764198+09:00,134.7057350,34.8358155,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:49:48.764198+09:00,134.7047935,34.8358854,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:50:48.764198+09:00,134.7038040,34.8359339,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:51:48.764198+09:00,134.7029492,34.8359611,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:52:48.764198+09:00,134.7020391,34.8360899,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:53:48.764198+09:00,134.7010928,34.8361353,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:54:48.764198+09:00,134.7001713,34.8361968,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:55:48.764198+09:00,134.6992405,34.8362883,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:56:48.764198+09:00,134.6983007,34.8363567,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:57:48.764198+09:00,134.6973849,34.8364573,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:58:48.764198+09:00,134.6964149,34.8365573,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T07:59:48.764198+09:00,134.6955181,34.8365996,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:00:48.764198+09:00,134.6945743,34.8366745,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:01:48.764198+09:00,134.6935890,34.8367590,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:02:48.764198+09:00,134.6926737,34.8367925,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:03:48.764198+09:00,134.6917769,34.8369032,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:04:48.764198+09:00,134.6908186,34.8369601,4.1,1.43,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:05:29.754899+09:00,134.6900798,34.8369751,4.1,0.28,63,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:06:29.754899+09:00,134.6898461,34.8370534,4.1,0.24,203,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:07:29.754899+09:00,134.6901515,34.8369887,4.1,0.01,314,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:08:29.754899+09:00,134.6902355,34.8369002,4.1,0.17,221,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:09:29.754899+09:00,134.6901748,34.8367788,4.1,0.29,299,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:10:29.754899+09:00,134.6901962,34.8370609,4.1,0.05,56,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:11:29.754899+09:00,134.6902783,34.8371988,4.1,0.10,286,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:12:29.754899+09:00,134.6903218,34.8370720,4.1,0.12,237,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:13:29.754899+09:00,134.6901835,34.8371213,4.1,0.21,266,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:14:29.754899+09:00,134.6901656,34.8372114,4.1,0.09,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:15:29.754899+09:00,134.6900756,34.8371486,4.1,0.30,26,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:16:29.754899+09:00,134.6904849,34.8369117,4.1,0.08,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:17:29.754899+09:00,134.6900974,34.8370326,4.1,0.02,244,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:18:29.754899+09:00,134.6903175,34.8372613,4.1,0.18,348,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:19:29.754899+09:00,134.6901542,34.8368242,4.1,0.27,186,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:20:29.754899+09:00,134.6902286,34.8371777,4.1,0.03,334,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:21:29.754899+09:00,134.6903456,34.8370652,4.1,0.21,54,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:22:29.754899+09:00,134.6903601,34.8368087,4.1,0.20,84,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:23:29.754899+09:00,134.6900291,34.8372526,4.1,0.21,333,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:24:29.754899+09:00,134.6902516,34.8370673,4.1,0.20,279,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:25:29.754899+09:00,134.6903026,34.8370710,4.1,0.11,192,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:26:29.754899+09:00,134.6900104,34.8370756,4.1,0.14,31,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:27:29.754899+09:00,134.6900766,34.8371899,4.1,0.06,26,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:28:29.754899+09:00,134.6900737,34.8368985,4.1,0.08,345,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:29:29.754899+09:00,134.6902718,34.8368562,4.1,0.29,224,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:30:29.754899+09:00,134.6902519,34.8372336,4.1,0.28,162,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:31:29.754899+09:00,134.6901481,34.8369154,4.1,0.03,343,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:32:29.754899+09:00,134.6900972,34.8372938,4.1,0.11,131,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:33:29.754899+09:00,134.6903945,34.8370711,4.1,0.02,40,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:34:29.754899+09:00,134.6901223,34.8370839,4.1,0.00,312,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:35:29.754899+09:00,134.6902578,34.8372191,4.1,0.25,82,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:36:29.754899+09:00,134.6902826,34.8374177,4.1,0.07,14,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:37:29.754899+09:00,134.6904888,34.8368227,4.1,0.03,80,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:38:29.754899+09:00,134.6901720,34.8370249,4.1,0.02,2,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:39:29.754899+09:00,134.6901258,34.8370067,4.1,0.08,355,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:40:29.754899+09:00,134.6902676,34.8371310,4.1,0.00,357,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:41:29.754899+09:00,134.6903231,34.8369764,4.1,0.09,119,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:42:29.754899+09:00,134.6901638,34.8370509,4.1,0.12,355,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:43:29.754899+09:00,134.6899591,34.8370454,4.1,0.27,259,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:44:29.754899+09:00,134.6901498,34.8369225,4.1,0.05,60,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:45:29.754899+09:00,134.6901457,34.8369415,4.1,0.23,150,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:46:29.754899+09:00,134.6903049,34.8368912,4.1,0.11,122,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:47:29.754899+09:00,134.6902390,34.8368748,4.1,0.22,62,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:48:29.754899+09:00,134.6905011,34.8369025,4.1,0.10,63,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:49:29.754899+09:00,134.6902793,34.8369771,4.1,0.04,84,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:50:29.754899+09:00,134.6902776,34.8369690,4.1,0.09,292,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:51:29.754899+09:00,134.6901632,34.8369191,4.1,0.29,82,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:52:29.754899+09:00,134.6902167,34.8367622,4.1,0.14,345,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:53:29.754899+09:00,134.6903762,34.8369762,4.1,0.12,281,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:54:29.754899+09:00,134.6903302,34.8370518,4.1,0.10,178,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:55:29.754899+09:00,134.6900279,34.8369695,4.1,0.26,19,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:56:29.754899+09:00,134.6900923,34.8371041,4.1,0.16,242,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:57:29.754899+09:00,134.6901337,34.8369536,4.1,0.07,64,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:58:29.754899+09:00,134.6901215,34.8371507,4.1,0.07,7,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T08:59:29.754899+09:00,134.6903262,34.8368308,4.1,0.01,212,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:00:29.754899+09:00,134.6902146,34.8371653,4.1,0.03,151,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:01:03.377173+09:00,134.6902127,34.8369976,4.1,1.43,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:02:03.377173+09:00,134.6910455,34.8373124,4.1,1.43,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:03:03.377173+09:00,134.6918832,34.8376221,4.1,1.43,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:04:03.377173+09:00,134.6927324,34.8379410,4.1,1.43,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:05:03.377173+09:00,134.6936292,34.8382721,4.1,1.43,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:06:03.377173+09:00,134.6944504,34.8385990,4.1,1.43,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:07:03.377173+09:00,134.6953107,34.8389277,4.1,1.43,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:08:03.377173+09:00,134.6961732,34.8392369,4.1,1.43,65,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:08:25.771971+09:00,134.6963615,34.8391370,4.1,0.13,1,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:09:25.771971+09:00,134.6964048,34.8395048,4.1,0.29,72,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:10:25.771971+09:00,134.6966898,34.8396682,4.1,0.30,67,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:11:25.771971+09:00,134.6966441,34.8394739,4.1,0.11,264,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:12:25.771971+09:00,134.6963728,34.8396126,4.1,0.23,139,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:13:25.771971+09:00,134.6967341,34.8392068,4.1,0.10,261,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:14:25.771971+09:00,134.6965632,34.8392512,4.1,0.08,198,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:15:25.771971+09:00,134.6966284,34.8395176,4.1,0.19,94,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:16:25.771971+09:00,134.6965841,34.8390380,4.1,0.07,119,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:17:25.771971+09:00,134.6965607,34.8394060,4.1,0.12,246,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:18:25.771971+09:00,134.6964341,34.8395321,4.1,0.13,331,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:19:25.771971+09:00,134.6967897,34.8393499,4.1,0.11,123,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:20:25.771971+09:00,134.6963626,34.8392065,4.1,0.02,148,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:21:25.771971+09:00,134.6966425,34.8394707,4.1,0.10,195,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:22:25.771971+09:00,134.6966307,34.8392704,4.1,0.26,172,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:23:25.771971+09:00,134.6964552,34.8393271,4.1,0.23,204,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:24:25.771971+09:00,134.6963629,34.8395072,4.1,0.28,52,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:25:25.771971+09:00,134.6966206,34.8392825,4.1,0.02,15,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:26:25.771971+09:00,134.6963983,34.8393101,4.1,0.01,63,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:27:25.771971+09:00,134.6966450,34.8393005,4.1,0.16,32,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:28:25.771971+09:00,134.6964837,34.8395197,4.1,0.22,258,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:29:25.771971+09:00,134.6966698,34.8394453,4.1,0.26,232,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:30:25.771971+09:00,134.6961854,34.8395353,4.1,0.06,133,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:31:25.771971+09:00,134.6964266,34.8393590,4.1,0.12,275,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:32:25.771971+09:00,134.6963392,34.8393536,4.1,0.20,354,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:33:25.771971+09:00,134.6962689,34.8393057,4.1,0.03,250,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:34:25.771971+09:00,134.6967447,34.8393570,4.1,0.26,44,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:35:25.771971+09:00,134.6967024,34.8394238,4.1,0.26,36,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:36:25.771971+09:00,134.6962557,34.8394383,4.1,0.14,191,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:37:25.771971+09:00,134.6965785,34.8392660,4.1,0.25,135,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:38:25.771971+09:00,134.6964493,34.8395548,4.1,0.16,9,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:39:25.771971+09:00,134.6960386,34.8394250,4.1,0.17,214,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:40:25.771971+09:00,134.6965320,34.8394704,4.1,0.10,281,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:41:25.771971+09:00,134.6963498,34.8395651,4.1,0.07,283,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:42:25.771971+09:00,134.6964506,34.8393228,4.1,0.10,85,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:43:25.771971+09:00,134.6963068,34.8391916,4.1,0.20,98,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:44:25.771971+09:00,134.6964082,34.8395247,4.1,0.29,162,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:45:25.771971+09:00,134.6966483,34.8393378,4.1,0.24,166,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:46:25.771971+09:00,134.6966959,34.8395176,4.1,0.17,95,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:47:25.771971+09:00,134.6961469,34.8395066,4.1,0.26,162,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:48:25.771971+09:00,134.6966995,34.8396421,4.1,0.28,295,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:49:25.771971+09:00,134.6964863,34.8394446,4.1,0.25,37,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:50:25.771971+09:00,134.6964030,34.8394733,4.1,0.12,92,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:51:25.771971+09:00,134.6964212,34.8391276,4.1,0.23,131,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:52:25.771971+09:00,134.6965102,34.8393338,4.1,0.07,60,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:53:25.771971+09:00,134.6964175,34.8395508,4.1,0.20,315,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:54:25.771971+09:00,134.6969217,34.8393047,4.1,0.14,298,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:55:25.771971+09:00,134.6966157,34.8393762,4.1,0.07,220,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:56:25.771971+09:00,134.6965131,34.8394754,4.1,0.24,10,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:57:25.771971+09:00,134.6963463,34.8397845,4.1,0.10,22,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:58:25.771971+09:00,134.6962279,34.8393160,4.1,0.27,223,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T09:59:25.771971+09:00,134.6964744,34.8392771,4.1,0.28,187,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:00:25.771971+09:00,134.6964511,34.8392001,4.1,0.30,321,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:01:25.771971+09:00,134.6966941,34.8391885,4.1,0.30,211,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:02:25.771971+09:00,134.6962442,34.8392626,4.1,0.13,184,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:03:25.771971+09:00,134.6964360,34.8394940,4.1,0.22,314,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:04:25.771971+09:00,134.6966459,34.8391155,4.1,0.04,262,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:05:25.771971+09:00,134.6964450,34.8393036,4.1,0.03,189,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:06:25.771971+09:00,134.6962735,34.8396580,4.1,0.27,240,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:07:25.771971+09:00,134.6965450,34.8393708,4.1,0.14,249,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:08:25.771971+09:00,134.6964541,34.8394816,4.1,0.10,29,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:09:25.771971+09:00,134.6965892,34.8395682,4.1,0.07,63,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:10:25.771971+09:00,134.6962807,34.8395352,4.1,0.28,180,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:10:44.217748+09:00,134.6964968,34.8393657,4.1,1.43,220,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:11:44.217748+09:00,134.6958609,34.8387677,4.1,1.43,220,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:12:44.217748+09:00,134.6953047,34.8381745,4.1,1.43,220,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:13:44.217748+09:00,134.6946613,34.8375538,4.1,1.43,220,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:14:44.217748+09:00,134.6940383,34.8370139,4.1,1.43,220,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:15:44.217748+09:00,134.6934388,34.8364260,4.1,1.43,220,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:16:19.988641+09:00,134.6936583,34.8370606,4.1,0.58,324,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:17:19.988641+09:00,134.6934022,34.8368474,4.1,0.26,184,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:18:19.988641+09:00,134.6934679,34.8370696,4.1,0.47,85,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:19:19.988641+09:00,134.6936472,34.8370152,4.1,0.51,214,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:20:19.988641+09:00,134.6935507,34.8371587,4.1,0.31,188,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:21:19.988641+09:00,134.6936787,34.8370132,4.1,0.37,258,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:22:19.988641+09:00,134.6938292,34.8370046,4.1,0.49,174,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:23:19.988641+09:00,134.6936417,34.8369060,4.1,0.12,29,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:24:19.988641+09:00,134.6934924,34.8370718,4.1,0.13,296,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:25:19.988641+09:00,134.6935022,34.8369478,4.1,0.10,5,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:26:19.988641+09:00,134.6937414,34.8369718,4.1,0.14,28,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:27:19.988641+09:00,134.6937327,34.8371204,4.1,0.22,235,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:28:19.988641+09:00,134.6937639,34.8370835,4.1,0.20,337,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:29:19.988641+09:00,134.6934875,34.8369907,4.1,0.21,16,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:30:19.988641+09:00,134.6936852,34.8371143,4.1,0.22,357,synthetic
synthetic-v1,492c97c2f83efc12,2026-10-04T10:31:19.988641+09:00,134.6936314,34.8370696,4.1,0.13,62,synthetic
